Gene_ID	Pt_1	Pt_2	Pt_3	Pt_4	Pt_5	Pt_6	Pt_7	Pt_8	Pt_9	Pt_10	Pt_11	Pt_12	Pt_13	Pt_14	Pt_15	Pt_16	Pt_17	Pt_18	Pt_19	Pt_20	Pt_21	Pt_22	Pt_23	Pt_24	Pt_25	Pt_26	Pt_27	Pt_28	Pt_29	Pt_30	Pt_31	Pt_32	Pt_33	Pt_34	Pt_35	Pt_36	Pt_37	Pt_38	Pt_39	Pt_40	Pt_41	Pt_42	Pt_43	Pt_44	Pt_45	Pt_46	Pt_47	Pt_48	Pt_49	Pt_50	Pt_51	Pt_52	Pt_53	Pt_54	Pt_55	Pt_56	Pt_57	Pt_58	Pt_59	Pt_60	Pt_61	Pt_62
CTSW	6.04898231397278	5.06653566450259	5.89219340131297	5.01111604173393	5.03080454825695	4.81545154921312	5.28865588594481	4.79275159029777	4.66527875002202	4.44224091506523	5.84872971189744	5.20454034022839	4.36607292754192	5.392111701637	4.77654462790229	5.54350552354513	4.9411990597659	5.52699089610842	4.81316727286616	6.65367529752965	5.41838837037306	5.27261824192234	5.34654720976911	5.71660508706491	6.63658986938608	5.55489708338919	8.58571528606864	5.62334816635398	5.5547394338717	5.68966396115147	5.53448810086924	5.40144019976504	5.77051010248304	5.63378533157945	5.43882357879088	5.92865016652869	5.42032223877976	6.06794022307191	5.80436623223332	6.10808686017131	4.85640245835196	6.1872203319235	5.07937886515514	4.54596271685931	4.83787770042143	6.2348546817613	7.29487009344612	6.0328600688893	5.37830384636822	5.69654200914595	5.39065083796685	5.09543526522325	5.07864379664987	4.40405148574131	5.56034892841314	5.3967926557849	4.13041611362172	5.145715997365	5.82906230444504	5.22321980455571	6.54637854112386	4.19869034431376
CX3CL1	6.45031090658126	6.9732722191237	7.1707889518056	7.02914339366734	7.9927011001358	6.2868450854336	7.92733405596925	6.21311892443946	6.20176363079688	8.93752929604438	7.87690443538885	8.10688018854663	9.39831910377216	6.71862848250617	6.42839886867075	5.91363141925996	6.51520039686476	6.05988193756356	7.76209195103132	6.59219577798942	5.73523294314182	7.78597479583394	6.94504885822676	7.04734138498097	6.36295039120345	8.52411019717355	5.70846314396934	6.79628322892872	7.29321198554822	7.04824197287641	5.78497850252197	5.75206349586363	7.42810905660522	5.12890483096672	7.32735046581025	7.34208024093943	6.96065825960367	6.74476098963155	6.68289383187372	7.59908370162966	7.10085958898225	6.77139682878537	7.57500536174111	6.41835170485963	6.94715239146836	4.80344360904262	5.96046929607379	5.82065533092545	6.80300280156794	9.24961522264389	6.92993787805192	7.84038536531005	7.04079674057147	6.39729895527893	6.6850529249116	7.60303994168384	6.33740815689855	6.97123065959219	6.85061754930851	7.46042646121154	7.50450032488804	7.26051901077777
CX3CR1	7.51552233307734	9.0753760535071	7.05365923213146	7.67075766568976	7.84991927758749	8.9495705326652	7.52201790240712	7.7325577530648	5.48300367116992	7.38559317074581	7.69729887905395	7.00878756986383	6.09653922265823	7.13776431341028	8.60797560888711	6.33914743562091	7.57071457722417	6.43204867438106	9.57723403081484	6.55896954286681	6.71969514795471	7.37548532651983	8.03288322571824	7.21050567500289	7.0151731954594	6.7709694113385	6.87242656788391	6.70688883372586	7.04729504156852	7.25851137143024	7.29695026117624	6.99467341623385	7.73279947888629	6.44746286191024	7.08669354796352	6.98771841449665	8.45481670913206	6.9380231968113	5.71648294112505	7.79044268412825	8.06463244625754	6.89240835539213	6.38013505026001	8.84844429684573	8.87609979821773	5.40663812632212	5.50292885797102	6.79267106275354	7.63687093743819	8.34178874447435	7.16324354529242	6.08067310629082	6.46549518112919	6.51218483062327	6.68078014979528	7.314125193228	6.41468258857596	7.00624422262045	7.0875751570562	6.09964565499988	7.27849775742161	5.91832758438177
CXCL1	6.62212647116287	5.35746959472885	5.44701849543459	5.67443892694171	5.2914726571405	5.32800320799362	4.99009093650752	6.44441226537064	6.63488478442504	5.46145443831822	5.81329693700284	7.40692380138884	4.46340527502224	6.29395803708506	4.95498179026588	5.93568022170229	6.28387199026745	7.2212959995305	6.59055245903921	7.67838862311809	6.50416199193055	5.06401911178637	5.41811650401791	6.02791368929837	5.18145088532241	4.72395559231348	6.17493830229493	6.08939733648126	5.8077885849885	6.36490366941347	6.54711628983884	5.71077295214268	6.04168662891581	8.24200887299043	5.60787061657318	5.60090775482471	6.43061345965102	5.72559165471344	6.18480221071993	4.9523339848635	5.19087149766239	6.4577151118927	6.59725624135057	5.688671858971	6.49768809592646	4.63457222277254	6.26060505956175	6.39773805202231	6.28733629790789	4.89621772580984	5.65466810561652	5.11227203143402	5.68890464504408	6.11562716568608	5.95660075788457	5.33218894054634	5.30974009455803	6.08101181127289	6.19113261587568	6.18756519996256	6.29629274858105	7.7511345165324
CXCL10	7.48501191279335	6.38374045281712	8.10449721234394	8.1941619924081	4.88628503873056	7.8225154322299	7.38766817049454	7.1821035219896	8.47224912064615	5.46299828043797	7.95623153468515	6.85708231880153	5.99839428167356	6.51074197650299	7.25265828798219	6.82003043189498	6.60860884384214	9.1519744705588	8.42135637107276	5.8554754059133	7.39944465217509	4.90623369994175	6.62288491995436	6.82420280824988	7.05405227265084	5.81615819119005	6.99171816070247	6.0831842917538	7.39406026954506	6.49261280022758	5.23079076304199	6.40662500885443	6.75305256169683	6.45821572825059	5.88891947090764	6.28080758504243	6.27307236958189	5.65754182317025	6.06378035237243	7.54683845844544	5.90346851284819	5.53339383578272	5.3623077678904	4.78952942811425	4.85270303683825	6.25875786977892	5.84436686834854	7.50540547307063	6.05643330608937	6.76743474168633	5.86524900683515	3.85115601581155	8.52280527924871	7.6638364550056	5.59932358075048	6.5434330024042	6.42408049094095	7.22529555590242	6.54323348589544	4.81033241874928	9.1228468830928	4.15115364735115
CXCL11	5.74448757662933	5.73267399131019	6.00515259030922	7.39924303518098	5.1865566715632	6.52896708562115	6.42928227117546	6.90563691271708	6.9987543930673	5.43270893568154	8.21721621671429	6.1703589227368	5.20566995962362	6.41445021510121	5.75092631458458	5.726838072274	5.6426921608918	7.61606409703148	7.09261011237403	5.672283552407	6.96087894904557	4.22966708434514	5.55920457680315	5.66198817426829	5.78271869364594	6.31547996148022	6.26648482777058	5.2855659583854	5.84308251323433	6.71341635063882	5.1585169090223	6.33691503686596	6.2431982163428	5.47335031810427	6.66681670730887	5.44293012904591	6.20692069317196	5.56253000690016	6.02423328822392	6.55101871950569	5.33723459273705	5.28627005418102	5.18316620347919	7.55154145028244	4.94815099667035	6.31824370407449	5.83371457671811	7.78599430406568	6.32846582401722	6.85333195765005	6.09508523894546	5.13638215441435	8.25688862452483	7.72223472605549	5.64985229432661	5.95153872843221	6.41278909099866	6.52557500440652	6.18367947933652	5.25612116177517	8.17128767515802	4.22757867559265
CXCL12	7.88559790458859	5.71021445785748	7.92948944551025	7.9028250504679	9.34408845350046	7.10447678156195	8.50232852511581	7.74099705304348	5.98311070902643	8.70156942689498	7.66931231763419	8.59866094527107	6.99521090616614	7.51912399964459	7.3506065874994	5.45547361392387	10.5416199839469	5.6494823363144	9.31221511170875	5.75384896828035	6.18160243001725	8.76979204128714	6.70055670077605	6.86565994732693	5.30706762002007	7.82250702967386	4.62083553699817	9.38573428291696	1.57682089637407	9.34923488390609	2.66048478865526	7.25280711642772	6.0284402892035	7.81095477082494	7.96303581738195	7.34882414790001	6.51037344621684	5.70349141612334	5.94083152078778	7.43025952103404	6.60087000811198	6.5187509273835	9.83676853829758	5.67131234921948	7.2871894071406	7.15894698465533	4.95551433901191	4.56278253780466	6.81628127092455	7.99458722753908	8.91892414139313	8.68959987371793	6.74880796362891	7.21240751983195	7.07182818897111	7.33540430465731	7.38703787532981	7.2366475174114	1.93368308355431	6.72650940599104	5.71575609354835	7.98969219111539
CXCL13	5.58602629977474	9.90866644883234	4.96548883752094	7.88486751696791	5.06849340865806	4.92048209950009	5.27497519771331	4.5693223769701	4.20738485726338	4.23971477320529	8.06719263306703	7.16969685826035	7.79390862814067	5.11738076866392	4.24760253937712	3.04993687649889	4.10223155184132	6.5792230938266	5.24403961658947	4.62975707661347	5.98336920492682	5.63838937259302	5.81777964240078	5.68178537880172	4.08904031289308	4.06089018589981	8.64198495437102	4.87012142219134	6.95357052662736	5.42515368879973	5.54886340628408	5.33251714296076	6.6507438285438	4.25464312806569	6.14319172590439	6.54087912622043	7.99369053437635	4.42947475811582	3.44490204597956	7.71738797705811	12.4718718716993	3.64903761672038	4.35843308968334	6.03850337205822	4.98972900882657	5.72249522627664	3.4525870150971	5.8267587267286	4.00470796941875	4.51304220723736	6.20394370273638	4.74699345897892	6.84807175679932	6.84407112816874	4.38219312500158	4.02050367203252	6.7210104518247	5.98460308088657	6.42741179510249	7.36275562450164	7.54742147383183	8.72935730515586
CXCL14	10.0968520575813	10.9014894067765	8.52854377965082	2.95615367230155	12.2649546406747	6.28078944738802	6.53846435151738	8.80339829300055	5.65953629574936	12.4224861223654	10.0813987332054	10.1600545322885	12.3391673359069	9.18063133832378	10.1971177166415	6.82425417829347	2.00011577586969	10.4722378709315	13.3412535113032	1.66936974787086	9.73208740673235	8.33442568659089	10.0562700425562	8.90416148011751	10.7002153647716	10.1688252888383	7.57204810336963	9.63713985644992	10.0205178694814	9.31217916342058	10.3898749851795	10.8860221782651	10.4889009108428	2.2335210657978	8.97447961255393	9.06484938251904	10.7288948945302	11.7449162407283	5.19353600557392	12.1297836479543	8.55259015416709	10.7348016164473	4.35299675055317	11.2315210202981	11.7651981682693	6.0834059314159	7.55138246016342	4.04141616051483	10.9278258676026	14.0163929276798	8.78976867119988	11.8617256706079	11.1973200404226	9.06769747933516	9.99633539936226	8.06034967684156	11.0457607902886	8.72562618158845	8.17773374676055	10.7280326145608	8.47566183517767	10.7163110728239
CXCL16	6.51190594013942	7.60471348096542	7.70555017987475	7.62192402547773	6.3182371303404	7.91843485676637	7.63020896081093	7.40020109099751	7.43117841624562	6.66657498695671	6.16965042695721	7.22526466671543	5.48369682301801	5.87542804618467	7.28732557699456	6.16793060589012	7.36526115120237	6.85038407387531	7.66952256925015	6.32038041957144	6.94941948906886	7.60719305195606	7.38809402196618	7.57972688778251	7.04353571666467	7.71450817311743	6.26569290868051	7.47547937487318	6.73247138832578	6.08739046421869	6.29070149178714	7.05831933401565	6.68764757622382	6.31949747744905	6.7299603378123	8.02845860791272	7.14054713840841	7.8401261830527	6.8176303151998	7.3889593624948	8.28318087087715	7.04546814612729	6.69535655968954	7.40828496538478	7.64836018625994	5.89710924681576	7.86660962349936	5.91097539766522	7.65634808308462	6.68395125400111	6.95672928626025	6.54775270305918	6.2727979570782	6.68506935908834	6.81556695426622	7.42274702276444	7.04419727515021	7.23706225968376	6.3509697726194	6.14528978907502	6.89027148516723	7.14967420161869
CXCL2	6.74752398009244	7.07800389494567	6.63458478201612	6.85421074739193	6.12904814388292	6.19356792869246	7.48503246002872	7.30591674277504	7.32044205158644	6.41901497338067	7.97713539802154	7.18186010589572	6.42329737880742	7.23393091349704	6.73680720935585	6.45342824292226	6.88611385252012	7.56499655138005	7.58738078937265	9.43932254308607	7.91934709838569	6.93527559694187	7.31424463282098	6.61420039132354	6.09482923748444	6.4645082113353	6.38215890672525	6.98933087075126	6.88310692853668	7.12590640895755	7.98074503622473	7.49873040316641	7.06244188272913	7.41760523772145	7.51090525446735	6.75325045044203	7.12026630448296	6.74755238295353	7.33674905070009	6.91606026214686	5.5739788240992	7.39564864648495	5.965756798283	5.50639224284124	7.33044375070237	6.78700579575785	6.86469855085787	5.58045534998351	6.53195213187055	5.69642277135939	6.37305934606526	5.66035094966356	6.07503130263933	6.81688316583228	8.16594707444169	6.37627891081018	7.31885263024111	7.42221886545603	6.71629395577352	8.85384336789496	7.41922300246499	8.52789822276998
CXCL3	6.9677768750603	6.5395634193038	6.14649136355359	6.34799852349871	5.98500165363459	5.32424789749344	6.15978723611657	6.67731436813753	7.69226894688629	5.74613796766704	7.5411174881646	7.02756606708856	5.89199336204402	7.38665674951825	6.16267251033642	6.92974491248895	6.39505311011765	7.1423884095673	7.34357878329036	9.0289456765741	7.2978081317021	5.89914296177773	6.3570977951147	6.4744643225323	5.80169043445218	5.79665013122094	6.55900698533537	5.94206679002695	6.76301090640539	6.73477750579672	6.63302375083822	6.4189034878037	6.55493235898695	8.48254830973745	6.53600113308777	5.41074310794158	6.64312423067859	6.02321734181166	6.30069377368248	5.9235333156305	5.04335739744619	6.81847309134692	6.64326810230232	5.01041163253899	5.99193854606003	5.20422447257518	6.73625048493226	4.89546990438276	5.81558502800718	4.63118065560183	5.82640007741295	4.98821218511838	5.396437114114	5.956350629297	5.34908686123167	5.85753471237981	6.37718446286293	7.20594359982082	6.42241954198603	9.12200440060908	6.09074643464635	8.15335028791684
CXCL5	5.6254152187054	5.11805352644706	5.90615234942126	4.72651372787881	4.76372755530169	4.49817528446109	4.33947683589649	5.12260635500354	7.18724913728057	5.19519255013336	4.92411271617421	6.47620752115427	4.86041675295179	6.10495368199641	4.17802417578129	5.78601719408565	6.05555618010899	5.67956836324525	7.30866051356266	9.31672782512966	5.8829181844619	4.2538637372769	4.9464762881415	5.70600237467549	4.29453519937917	5.63052048601134	5.35598679078258	4.53452325990754	5.83808077865921	5.43041571981792	5.771120615847	4.41717914394022	4.91585076365448	7.83166009718831	6.07679025099028	5.11064734651545	6.32109919075343	4.21998280140217	5.69344441021339	4.19357639120226	4.88822627665039	5.17173519362397	5.10870053977629	5.93777180229622	4.72830595456832	4.12861596590832	5.15219996126001	5.89474437255207	5.36815092790144	4.10032791617011	4.72381647481212	4.79815027358039	4.85072109018422	4.10200255780856	4.11159698294427	5.02142457372578	4.3472320316226	5.88457215292834	6.61641355736597	8.98755165529404	7.55145282937336	6.29561669981452
CXCL6	7.63293665793195	4.14473815065978	4.97997852526345	4.59001745536629	4.82878820758775	3.73492733714952	3.73052808127279	4.2624439065316	5.09804031675945	4.19705774478629	4.56464280045009	5.11321899707665	5.11570813892771	4.8376341206697	4.08205065104743	5.04293847715386	4.88704727475419	3.88098400439857	4.04567691928777	5.34589519147182	6.1901960399746	3.99208075976873	4.47556879842285	4.96618630743838	3.71657930104946	4.60052090515566	6.74952306543104	3.60089062809509	5.08727430386866	4.49656637280625	3.83051913877754	3.66844599640462	3.42450555883497	6.94428949511584	4.62866149183971	4.04020584504863	4.9692313639133	4.33102984267539	3.66741751072223	2.70773959123235	3.73754835473738	4.12095681088697	4.5846663506548	2.67353206417694	3.45705665801973	2.8836405246144	5.0919136693552	4.07305856176453	3.48818421059956	4.11469175268034	4.03266973286756	4.20641179839535	3.59973202250573	2.25557223773709	3.85362608896029	3.73356475533185	4.89766153456018	4.86491718472004	5.09792378030888	4.54564830992002	6.13863302713779	5.39476959556329
CXCL9	7.60089510871135	6.34316427165999	8.00458388250384	10.0474965212582	7.08216257347465	7.73782792777899	10.6571063715015	7.54956382635804	8.33079691376711	7.2606693566051	7.63685542643703	7.89510858837359	7.09628722758508	7.58579625904591	6.87429076228108	7.33351259938961	7.86481384235808	10.7457800134572	8.93535596969531	5.92750899408954	7.52617207648858	5.90023813767551	7.01702537040377	7.46775536655551	9.00309430687171	6.74639603806188	5.91746548318027	7.90390227227461	7.788063250042	7.91577652626659	6.65363308327482	8.12887802352034	8.82310702293648	7.11842651057792	7.93638678738886	6.36790843676221	6.87454036194663	7.22851356063941	6.579303736329	8.22577373812969	8.1447550891743	7.46582308595119	7.15406918767408	5.98710941307027	7.47959831558662	12.1443004117738	5.85182120610166	9.12555032780928	6.68245773853915	6.97471953167329	6.77477902192328	6.39399031788742	11.276702030281	12.1746540498872	7.85860031344762	6.55243480446771	6.60836487117908	7.59594579456872	7.22619035678109	5.8058070357019	9.01808629073529	4.43296286089749
CXCR1	5.45436512015985	6.05847146144769	5.49796366895108	4.9277454402415	5.35103399992058	5.18487711132062	5.44690886865328	5.30382262248092	5.68280322961375	5.33442618882415	5.42228709402771	5.62994320330658	5.19666356266618	5.89621320028691	5.72605361485665	6.08433464198438	5.2449150900854	4.46096462531884	5.11069963106936	5.39344200164732	5.62810635307882	5.02565348621184	5.56102846168695	5.2155512690483	5.95309706925509	5.84653974397962	5.41623098413235	5.04114060545762	5.70809782339574	4.95181055048461	7.29467774216029	4.76432579741762	6.16667378936349	5.02028693236115	6.03015108778452	4.70237129631796	7.89822381053367	6.19403589475022	5.96396502165503	3.95136835825712	5.33593018139607	5.77952277356531	4.97826701979565	4.93536969633244	4.48266484555755	5.22514785865248	5.34596252816239	8.72496389357249	5.27097917876163	4.61468964882777	5.58809894681049	5.00968484797651	4.96451339427964	5.22653981675803	4.98430981967998	5.41313834724236	4.24292776271586	5.74711246594753	5.96158131435024	6.14421359218522	4.73211945904711	5.5410626266091
CXCR2	4.79473395906326	4.48484255200087	4.99880413613777	4.92859333577086	4.57975671626088	5.67676404331556	4.73536786263934	5.62172306738415	6.42205229591351	4.52086835808409	5.42968266789358	6.26070173664979	5.14201809984853	6.15547064096272	4.79473486282154	4.90041884321393	5.72435262408221	4.68322021952139	4.1028236070741	7.44396525472597	6.57559269459209	3.92181228140384	3.51929215487203	5.2270303575466	4.35353406218411	4.78526390035212	5.26591319207904	5.51470570279727	5.93787555170381	5.76062579539038	9.5039260352054	5.17731928908344	7.48395614698157	6.45087462351278	5.32320878820969	5.5779986206315	9.83659867939756	5.23546721729666	5.646936305288	4.70179789105959	7.01374870896471	6.43983632293283	4.83897072354346	4.27924136402613	5.54958623032539	4.78075240954802	5.60781404268388	10.9626231590953	5.29780330541147	4.99481716710115	5.69535748432921	4.98878811989521	5.8037331896946	4.46152107863633	5.84855510627871	5.2449847494584	4.4114313091499	5.74077379578289	5.51918389706439	6.79675959853691	5.28751348838798	6.69393984374521
CXCR3	5.38623057663501	4.27415462075377	4.90822125497147	5.10625686480128	4.38483148652715	5.02536353400527	5.27757575995762	6.22045539036167	4.54195156487429	4.41787295955898	4.87423074536195	4.46736116134305	4.55349870922466	4.76814422029481	4.1759064670054	5.28664629004684	5.13048130073171	5.95964320179789	5.13077538578943	5.09376616728724	4.95280121144265	5.54789781717121	4.75164412002765	4.99586292687756	5.59119770412526	5.00121090556894	4.25792920260906	4.57537026101094	4.9045616211987	5.76052128027394	4.96138329713097	5.12741510175024	5.02530629443011	5.56410707506337	4.98629582730375	4.48376293043364	5.39734378461976	5.68271431775924	5.3863629345724	5.9104112618038	5.2594723428859	5.16413971653061	4.99250736812858	4.37433162322816	4.4522300257577	6.10467838201322	4.72615482443266	5.7775069310662	4.95396296148772	5.77031284304492	5.62633170154956	4.96850857546232	6.3244102419554	5.75343841116516	5.13284943121367	4.81244540884861	4.54184117340707	4.96459763879699	5.25590391350429	4.76481891054041	6.42080662876443	4.7749486605651
CXCR4	9.17752140901335	10.0845323375029	10.1780434110867	9.36151552582933	9.49815493200802	10.5727339914828	11.6812646455883	9.67461940273389	10.1636368114605	9.98961609516571	9.44720034283592	9.90980859351469	8.74881896603086	10.1540015300918	9.67256820314648	9.59702539951921	10.291093957799	8.99771659249319	10.4676792987718	8.56684583743857	10.3817981914655	10.4230970600694	9.58447816657768	8.93376346928652	10.0441103050193	8.70868621520221	9.47793723750944	9.28324549890663	9.84887981143331	9.90376227573761	10.4439991598019	9.32191281651826	9.48165225492093	7.60812664147983	9.75728622263766	8.99689130659501	9.81818301373733	9.03129419997745	9.13274632168549	8.49811953723733	10.3701924684481	9.9988055284828	10.3111576945626	8.76052027807459	10.407658292268	11.2323528732446	9.14021493521116	10.0998406130898	9.7313867310289	8.43210547079111	9.04948788751538	8.49975177864504	8.53524252538457	9.99231734954397	10.914718432525	10.143706890565	8.13092904526365	9.54130352907828	8.82926235015681	8.81546121216231	9.93425947695004	9.51519493079784
CXCR5	3.78186042608534	3.66575423639291	3.71046729230846	2.80529379254403	3.30798282214533	3.31073318753447	2.70383023722397	4.01123898973849	3.96711287465884	4.26779095071464	3.38829264472086	4.36702097400988	4.05444515681788	4.46374088248522	4.07032507011306	3.98819691647903	3.39498121898397	3.41133844943894	3.62519635236369	4.54925999856137	4.69367871630288	3.72547177980516	3.82348396280695	3.63755506900478	3.27450289889394	3.93625576416651	3.60863159152509	4.00142624590286	4.83809334845803	3.14809712021768	4.90181258872498	4.46270339073096	4.32136660877431	3.82791228464526	3.83607380345004	3.68434188858816	4.26610601726004	4.66967279492006	4.27552933432644	3.89336710528086	4.26923837677007	3.97009541386652	4.38238265209633	5.32482862657372	3.93768179831776	4.24538608496057	4.45468784693341	4.64489698140791	3.60020884124186	4.85269027749192	4.04090412723509	4.44432167491889	4.02011731820658	4.54590635577174	3.52070912372181	3.7299342157152	3.2204481458971	4.23112598803374	4.27117788279603	4.4320191520372	4.32357377282021	3.88951684638489
CXCR6	5.61711738874942	5.23323304512394	5.03748634975428	5.57558319286517	5.6939195066488	5.20426197153704	5.17170641067711	5.26651109106897	5.20836316859891	5.57005792242564	5.66860750998728	5.24959668696514	5.44912710905522	5.73449647724299	5.10996374549647	5.5175481190474	5.44713627706851	6.09879187243786	6.04704878192905	5.55123382577919	5.66835310674354	6.33999284186147	5.86960327091109	5.66643544543157	5.32087218036068	5.58886664362037	4.64512133474641	4.92082501562918	5.67478069990323	4.77438587201534	5.20812930498583	5.23562510050591	5.43124064595077	5.66398939900867	6.01128601400329	4.62207275059039	5.7126588159912	5.9482353499221	5.12476331025263	5.77670975228051	4.44618950976038	5.22061600629701	4.89247430672911	4.54975285635571	4.64226912996586	5.93230479547928	4.28276955496027	5.52013349119977	4.71995917434414	6.15411618080751	5.5348391714436	5.43110305357688	6.39565154419297	5.88993988394143	4.97794693941717	4.5527031450974	5.25326741031239	5.17298624406162	5.91540452235898	5.19181714161475	5.80894260514007	4.16179652163894
CYBB	9.14785740771144	9.81618806532337	8.67599118139403	9.46346052848953	7.57043921081948	10.4215409264145	10.1291777258502	9.45138716217578	8.98847270564576	7.98627517337635	8.48733834377536	8.48883263470835	8.07801567028199	8.66358417457823	9.87446329371026	9.71079248683663	9.47299229124803	10.1770773329137	9.80424584408372	9.41763255937146	9.1900628065492	9.18905387671956	9.11666821595122	8.8633558676234	9.71887993651915	8.48907741226983	9.11461018420967	9.40008542486591	8.87853610108623	9.41009807131788	8.53604818221781	9.06568949165022	8.80643229860594	9.99315556271251	8.80074994878333	9.236490126231	9.07653717105145	8.66455707996818	9.10313620886946	9.30476160180605	9.97674485096073	8.88975116382048	9.18677647427736	8.61238017912758	11.3987560749912	10.041175990959	9.474212299061	8.77927256943078	9.11872973724928	8.24183874121115	9.20751384138316	7.95369340303492	8.57940142278642	9.75089880654208	9.35785488471996	9.66639889776927	9.43977825323342	9.09505358155476	8.66472439208889	6.7101079192178	10.0870063039931	8.51739517422182
CYFIP2	8.23955142225431	5.39630576414471	10.4902030990393	6.21414890280455	5.21270206261972	7.42456759198728	7.34829123288672	7.68568760703516	9.68874577866812	6.01286578395367	6.06207517385453	8.44521060980098	9.12680022259256	8.03962699618704	7.85552506689315	11.1693219685293	7.46266889703975	7.32285675127884	7.30568648139647	8.40174371941423	10.6746855080562	8.7330597637828	5.1092176815785	6.92844625935895	9.50697880044758	8.916404176983	6.04640987821244	7.76120187797919	7.76241466659341	7.30870152655192	8.5251095464021	6.1901747776232	9.18604813987156	6.86269524961444	8.37317969236789	7.41334207915394	8.45072694555786	5.42686272727196	9.52217637412216	6.30205904273149	10.8901068070666	9.93798996623152	4.28678089727498	6.05455092966267	6.69856066707518	6.96060601459984	6.43285144495019	8.7757783574308	8.94386908136789	8.14625559968422	7.309210078571	6.22862598446484	9.05553228295785	6.91023351841375	8.80921407246524	7.17107391793049	6.08741147600671	8.47434731394128	8.00371893970326	5.64623457207563	8.36971197270272	7.83867853941964
CYLD	8.28344021099881	8.63143675620361	8.94081874181794	8.27650490885648	9.13089021978012	7.94447004652262	8.13815928045506	7.9603435945137	8.83422061559396	8.71669350075195	8.06453006911457	8.08495216678632	8.98087236167322	8.14694275643843	8.32508558181496	8.85690872854005	8.78083720321003	8.26123185695984	8.28479465971866	7.49341082811383	7.94379190621255	8.65304695411976	8.29819106049398	8.31652524880723	8.62244281981456	8.24324537722449	8.53990743184873	8.42374607934129	8.75750120194911	8.28689315178227	8.02711955550898	8.15840231266251	8.27834502231711	7.87981516265127	8.78957442205686	8.67876254170908	7.83216082558126	8.26874177405083	9.03876476544145	8.94925508655934	9.18556400150534	8.85109784132034	8.56463021321464	8.32271530317249	8.15906556425021	8.26407611349033	9.63222571314591	8.8371658705267	7.87995562814817	9.0719332789881	8.7984114036518	8.99943100948779	8.17183739249747	8.38652505017333	7.90202126967474	8.20149097786874	8.34232689506814	8.71875506069841	8.86935172377705	8.44167226524825	10.1387951216326	8.59797364852007
DDX43	3.68614563858946	4.77896437806186	4.66741912160359	3.0235207492702	4.72847837968062	6.40384305460672	3.38157906169329	5.50294712399627	7.72964177179498	4.58699995380851	3.65516143069091	4.95074342784801	2.96044709905674	5.29724880517797	7.43146842042648	5.14517455298954	3.41348292437424	2.79202863413442	4.7948773095867	4.31105720773528	6.89470530308402	5.41311289734482	8.33330412990427	5.11382656125156	4.45231740887052	5.27918319724136	7.41004785651936	4.65165698856605	4.52484914401496	5.99457334601703	5.63092470438614	4.31382834897682	6.39854900304885	7.10721849260356	5.06943773185115	4.26264518168212	4.10188636363693	7.6147091592429	4.53290147714369	4.47082460094044	4.12964666767759	4.70774843981701	4.2999852230762	4.23869196488139	4.37503933024222	3.84824683815809	6.66454396975576	6.83721729527729	4.25018778102125	4.1981630262417	5.10474234175118	7.17486476319685	4.15736378983818	3.80246502829906	4.50439637851938	3.95665874412808	4.44812635359733	5.77644068075172	5.13573254445181	7.83920885561816	3.70183363675372	6.96518145762264
DDX50	9.17058165978121	9.1123296613487	9.23893794701736	8.43605283151647	9.42899863348223	8.54370129177381	8.99606183794426	9.03458071792718	9.84777719683901	9.60467025926633	8.63622942165927	8.94229753868781	9.10487288323479	8.89612120042011	8.9441116335254	9.27506219017609	9.40382539061703	8.71157434675786	8.88997343200863	8.43690346785449	9.08908425842813	9.22489597409273	9.46913684893058	8.53178323857369	8.22823184964023	8.64645011765681	8.71100870818082	9.03919406145059	8.76732425587846	8.78068641364946	8.42814309002263	8.64027901072669	9.00341965576443	9.09587574729763	9.37328160257587	8.85922787020422	8.56133899301089	8.47237989207111	8.61298252044467	8.66673402452116	9.19523276271673	9.2324915316327	9.73901002444235	8.93727055162073	9.16452288781058	9.81183129731622	8.5517909862796	8.79286921392134	8.63026254844416	9.50621935704886	9.08103792148972	9.07335298555065	8.92277568677278	9.08121151147446	8.5989780416434	8.45777974370423	9.6285293626074	9.33090185198981	8.80625552387881	8.97121340887682	8.51266851040413	9.29461570720126
DDX58	6.09791204400553	7.31005856515119	6.6406232251999	6.85698723417371	8.23512501870025	8.01838796805337	7.72027506270111	7.49941285172137	8.75923984337877	8.38726357809087	7.09020424254139	7.22953444722297	9.04757301669164	6.80753970937222	8.68760918380672	6.70394108810807	7.8625309219737	7.67068514223177	7.188556520227	6.38653727642778	6.27837275621799	7.6970340264973	7.01451382865332	8.18727544703631	7.74455404372462	7.80945361532938	6.92749033086656	8.54302706776001	6.52442828476302	8.14613268567988	7.90119795199235	7.16659899313237	7.42019491291173	7.06136696638842	6.66645324857448	7.4823060011843	7.42041900171361	7.4469198343571	7.72322457821077	8.15280489373421	7.42523461164127	6.57080868030853	7.440239074896	6.61972996833103	7.63375638448446	7.92874280804875	6.47895705406791	8.32015633365477	8.48636852964455	9.41454161960092	7.84643608338621	9.3187719325169	7.18850208966115	7.81281692208873	6.45281130341763	7.30933100811228	7.31144727570572	7.23475845800968	6.53270372671417	5.80747613137707	7.99903976448285	6.67549737948346
