Gene_ID	Pt_2	Pt_11	Pt_12	Pt_15	Pt_18	Pt_22	Pt_23	Pt_25	Pt_26	Pt_27	Pt_28	Pt_29	Pt_33	Pt_36	Pt_38	Pt_39	Pt_41	Pt_42	Pt_43	Pt_46	Pt_47	Pt_48	Pt_50	Pt_51	Pt_52	Pt_53	Pt_54	Pt_55	Pt_57	Pt_58	Pt_59	Pt_61	Pt_62
ALAS1	7.34366943381369	6.83102843370472	7.19539798737393	7.18106505833066	6.95759007776938	7.20376122805117	6.95598923043542	7.85691013886265	7.83154245413143	8.21104346514102	7.82333948987297	7.48987532023038	7.29149785946588	7.44110257001311	6.69996292199944	7.7926775754052	7.90981131341318	7.56825927058066	7.44144894572794	7.967579756149	7.73485154260465	7.8475007515217	6.84305189073624	7.70723144704481	6.94350132663464	6.72934068027121	7.03866381480569	7.43121102741625	6.73522664030275	7.33956311648256	7.24985349032272	7.21711317604523	7.70377376995595
ALCAM	7.36188638539921	7.41328569098782	6.8222405450817	8.45742872032885	7.86765044788203	8.00556809517597	7.46113102323779	7.76310315061338	7.43409279490095	9.02440596527554	6.56921664679674	8.13337093469847	6.50572377165613	7.7171189887587	5.56084027678751	6.92197280354329	8.30396064713108	10.0334460904294	8.69183490425958	4.64640508675472	7.74117358730498	6.99413980423683	7.92378145198364	8.04066190444205	7.66647396285175	8.02150657201784	6.6450275020143	7.1305197137513	7.88558135410646	9.20657464337548	7.33821729164848	8.8631635279536	8.7079023853377
AMBP	4.50235591095364	5.96320877808071	4.70219887380844	4.72065525316621	4.29055214825025	4.76156364646826	3.35587061877157	4.1876536264008	5.16992489039187	5.86071704864973	4.07477339982604	4.85948410424773	5.06417801019557	4.06927258313143	5.64409610276618	4.96167602874676	4.69184755602133	4.77719249344523	4.1822110548448	4.90307314136329	4.49645206339054	4.52841933415827	4.24257864951459	4.94598145853079	5.37289949259879	4.26373293607158	4.99701247522178	4.36166372427239	4.14637462847427	4.89720070747501	4.91792564839107	3.9892586726514	4.08513779883764
AMICA1	6.23628680336	6.45712947110369	7.99632049471529	6.04607196266333	7.26398953601288	8.20647264333169	7.44546003298881	7.48178576274133	6.13850251728198	6.17193770276928	7.12665704776138	7.03815447162838	8.27308843958154	6.85466117762531	6.92252071070238	6.75626638513298	7.80225579287296	7.62882656742974	7.59346545109901	7.59359411575115	7.58751883899064	9.68696829620389	7.27435317945772	7.11340191043348	7.06232856693037	7.63053023080854	7.50994296535728	6.86253202222438	6.98914627834085	7.20736207852866	7.29868125417659	7.07165216387745	6.60769640083945
AMMECR1L	8.52486025197795	8.08194050837488	8.60183522666867	9.21760010210008	8.05572671242474	8.50315382344877	7.9702810047376	8.9495718004698	8.49183121788867	8.74462690334849	8.71873423161729	8.78941176878692	8.03457058877912	8.8840813847276	7.98745669352337	8.29888366591827	9.3054325121591	8.75764568656938	8.08277468084061	8.13151378584736	8.4961491456405	8.3185175448638	8.75015470129594	8.5545755085022	8.63231552288466	9.01754512557399	7.9066543248597	7.64975105302934	8.80750311278241	8.45315487439813	8.99670487020106	9.18787721635017	8.75193966068999
ANP32B	11.5082109299758	10.4976370482204	10.0950975540858	11.4046146449191	10.9598905271051	10.5823290708275	10.0932508436866	10.3654923805205	9.60714143061136	10.835536114342	10.4830140499502	10.7675029555623	10.3791031782712	10.4355138462058	9.22276216209087	11.0875445039683	9.76741164631742	10.8896430038271	11.2475544816965	9.09009158650399	11.2000918243042	10.2525630972105	10.09971004451	10.364801603868	11.1275621704479	9.24108396641643	10.6269675816607	9.60825712112535	10.4728092895091	12.0382152297717	10.1268103829295	9.7413246280648	10.6835836318493
ANXA1	12.2041107650494	10.8953538866638	10.6844498379519	12.6982666038999	11.0768518773138	11.8822594969649	10.445777977096	11.9068396689026	11.5839723523773	11.5897809904234	10.489976378103	11.1393845569245	11.3130023072286	12.4049596629267	11.9629959188001	10.3996630805519	10.1482600498274	9.49489793535339	11.3903959184903	9.54415022110364	10.6019029851289	9.55443710037891	10.9274882607484	10.4243140683738	11.7888655956398	10.0061237390677	10.6112081573125	10.6258466612904	9.875382743796	10.0932269364044	10.7738757613728	10.8882747153586	10.6682881449581
APOE	12.0338168911294	9.44386947088123	9.46810838748452	10.1535275682396	11.1504999588884	11.6010628239856	10.4161019917081	9.159450547003	11.2668016067255	9.65150942781432	10.8920515068307	8.60432421434945	9.02453702017888	10.3419836358283	8.0850929231575	11.0896194101816	10.6909732312246	10.5457800378924	10.514020396486	10.3300696256594	10.4050928799413	9.5730444403487	9.80036326808466	10.2224494039915	9.350716165124	9.45795627112493	10.3396703895923	10.9686504880036	12.3173838182439	9.57034176956789	8.55284803683108	9.86206283690116	9.62793896312897
APP	12.2723261411269	11.4964714656368	11.9446343907859	12.0714031484377	11.1646634815408	12.6339742643169	12.4411732334828	12.6813863026669	12.1823120683586	10.9239677431902	11.6306220808673	10.8473511294402	11.5049854998352	12.1437891362806	10.4392344577244	10.6873368526214	10.855125778191	10.4261806891194	11.9741207266225	10.2504360087981	10.2640513760521	10.5531595687219	11.7324951073698	11.4382998507713	11.3190171997648	10.649460470054	11.9858100852047	11.7158789283235	10.9492712866837	11.9627009021228	10.1610857650061	11.0619725088829	11.8693114089671
ARG1	4.91628960962824	4.81168264059466	4.99840871693564	4.78969396002148	4.64451543776932	4.17501572628985	4.64763889960251	4.08369582243008	3.90206349107973	4.42574700217876	4.39773485904128	4.815896435279	5.12297355973508	4.10523022347997	4.59811741728231	4.5212786357883	4.45632671592897	5.18026800161293	4.19746365006738	4.66382413629201	5.13875557433294	5.12917054722414	4.02641111026789	4.87235686490815	4.64770067876911	4.35565069878693	3.54476735509955	4.63737076012497	3.99098050011887	4.49250105173228	5.16229530906612	4.09466477168225	4.92639934497306
ARG2	9.70766344324474	5.79805106649745	5.74351462967449	6.01846693137839	6.63766811127401	6.26032546783891	7.48697204461556	5.879767779533	6.23098115095646	6.50825035338869	6.03204647239764	6.46473631231954	9.29605396588527	5.43674476653949	6.71694810797563	5.83893097819882	5.02598587860379	7.40970682622507	7.18941993257635	6.56187465210537	6.16490890379372	5.02726993084984	5.22813001336654	5.95902606120541	7.68734996575477	5.92160930947762	7.55033297748014	6.87552979065722	6.72777071351053	7.40147227581029	6.52007409806294	5.90423831729564	6.90316671965186
ATF1	8.72016366766803	7.73331170611731	8.21944832180901	8.90227678476052	7.75908999374868	8.41059870164853	8.69697712399767	8.0841714000237	8.41858964526935	8.35190399837549	7.76858941784463	8.05682971807315	8.05749721057064	8.4386888824279	7.81466350662174	7.75644563578781	8.43231536932822	7.68505112329796	8.70655717020011	7.39155904964295	7.33213202918905	6.81410365220723	8.44781011729221	7.90295468365967	8.61284789244939	7.54329460590266	6.88773116518594	6.96337527874254	8.61393718398643	8.6283059573989	7.39359413077242	8.36337984965454	8.48628629879497
ATF2	8.4229800997365	8.41525897834681	8.82877182609803	9.73107075344381	8.25091382444753	9.44446369561887	8.19311602334203	9.0314310483165	9.01718224930812	8.93163831037538	8.96148754295268	8.30762438259886	8.45477664029072	9.35822602346633	9.16965640953529	7.52825358029132	9.29618350948065	8.90189175476374	10.5956216582421	8.66777482265114	8.2517105582075	8.30831188926892	9.06475546192754	9.09560139853459	9.49293524373494	7.82240676605459	8.44399843785439	8.37973605912392	8.58510399455918	9.05317032277241	8.1817933454505	8.30329609264557	9.12577884832232
ATG10	7.19012013123579	7.30885382868091	6.36984344367528	6.83726586643528	7.3800448821228	7.4697559821301	6.88116582560973	6.72530626908606	7.24348684352907	6.80516627945382	5.91620617053334	6.89456382847445	7.05343260617848	7.35444351748753	5.441725537938	7.89676076190936	6.7562135429167	7.41135808922977	8.03256517573669	7.06813600529439	7.01844969418781	7.35089234156011	7.42142504761546	7.71434011123989	7.09088486573027	6.31793900309455	6.34666174245334	6.83686099390014	6.37091153729635	7.20688338722024	7.09676447212172	6.34480262722334	6.95088431557685
ATG12	5.75528200389354	5.4437140602312	5.80152656814189	6.24752562767877	5.73525878439682	5.79200973288343	5.77191598615671	6.43936255553857	5.34477144287934	6.73132214189285	5.44609252984326	6.45774717803761	6.12511452281005	6.49325602009408	4.53404563802211	7.20313963695667	6.47022557399706	5.92857998300743	7.7961435323963	5.84398214075507	6.10002210735438	5.88985776392735	6.66066934766798	6.4410336034034	6.90847269192584	6.41275390965166	5.9555413971876	6.12352936196617	6.28043335870756	6.1832702907692	6.48430636655259	5.03967676059755	6.10213263880239
ATG16L1	8.17997380871958	6.95749684970633	7.96551157857542	8.56859746679125	7.75787997056924	8.61903973883467	7.64098806274061	9.06321525985495	8.58720483808892	8.97911535888397	8.71720893350814	8.53665287250218	8.40507060888326	8.71789541354081	8.83636018813813	7.76642981820217	8.97374977164307	8.53032312820629	8.96521480683917	8.19921327913756	7.68721358362217	7.82992734551158	8.23034114373704	8.02057521760457	8.42584293179593	7.87262560057309	8.12781372475879	7.77416166111982	7.74113770068835	8.07951649485144	8.50910336025282	8.78406966828335	8.63144718423936
ATG5	8.17411441586868	8.0326117217548	7.73462829501182	8.54629480214758	7.91791577844731	8.37488015269932	9.01437206684548	7.70650110223344	7.3331976112151	8.27625436044472	8.06116366091163	8.47441759005312	7.83876700094648	8.0079240205176	6.68084390590785	7.82903495970315	7.68034447060614	8.03431224103765	8.17193310284003	6.38831414244013	8.13997613414298	6.97698210445426	8.64891666295979	7.86992339765801	8.69113389820453	7.02632177217357	6.70499145423354	6.81827680758321	8.49238585421049	9.02682537245185	7.91438601418663	7.77275741121793	8.30922623249663
ATG7	8.19521562306782	7.93478377793252	7.68740595466816	8.01362347845619	7.78820006872053	8.37708751493606	7.59641988766832	7.96295170078994	7.64135217454459	7.94245094518892	7.45974655714771	8.31813498579351	7.43136532663777	7.13975467801218	6.92463925865319	7.69899197298652	8.49298647903063	8.15152549863179	7.63322352723438	8.50538052521647	7.90486919619433	8.13596957269472	7.5338309390416	8.56605155220002	7.34078094477475	7.94971706449622	7.65546378805991	8.17590627151651	8.01383914960886	8.20642824014757	8.03020716254921	7.91733120313276	7.53363230815707
ATM	4.66319718143807	4.4440056847092	4.86817050492681	4.23317665982169	5.32771101311526	4.99103171568108	4.4312150207423	5.05385856367185	5.35416445241062	4.74591379366414	5.29658432848687	4.34143847302271	5.25029448871658	6.01319993249783	4.54869725498858	6.26182328130042	6.16381856743171	7.17140030207314	5.91135951303703	6.05611847174244	6.51057776595089	6.35442146136033	4.748626206664	4.90016062733884	5.32207425941107	5.61282113125363	5.6703396265048	4.92947490594037	4.63668071199663	4.40641340583555	5.58305981268271	4.55850344849007	5.10963855784372
AXL	9.04444193699089	7.98145662058349	7.74582281450826	7.7632849437773	6.43090478570467	8.33843590663776	8.6351144648937	7.78662918029193	8.29901105566265	8.95393315365854	8.53752350715975	8.78396862774073	8.58604331091299	8.64152428515123	9.85034469553547	5.82570872244755	7.82013235086888	9.77160324942202	7.24562717977143	7.95595795067391	8.27738433407956	6.56885202976423	8.49209812842102	8.18357873005387	9.7284410774828	9.3620008803921	9.45906943831009	7.60967868647348	7.63220325499972	8.17445533744493	8.27651693440334	9.58287933357759	8.12541296522191
BAGE	4.12246483380304	5.85149130143121	5.92896402313206	6.03375840844963	4.325832081902	4.80313349872959	4.37394556105995	6.49643119720845	5.60894662513831	6.82139376030789	6.35633227090474	4.86084390522894	5.96018925203799	5.65417766724432	5.1705580149546	6.1134979072107	7.58892322956453	4.84282191789469	4.47210121276704	5.62281538083631	7.07236801434846	4.88051689230794	4.36158327550009	6.11165447887252	4.91570947510058	6.55288077222953	5.27997689618108	6.2722331827274	4.93219203822968	4.0529539063954	6.11981937981283	6.25067215769841	5.24561286794763
BATF	8.85996644051491	7.31161934523223	6.14144909941451	5.69881459556983	6.98608080448636	6.84417539916033	6.47091169374352	6.52695141351344	6.33340155845478	7.11820217904251	6.94154941826358	6.56000505187505	6.19309386715709	6.28205698844761	6.73464848647384	7.03604677496205	5.86384567584187	6.52291544017245	5.44991080026945	7.60462052981149	7.51336465566331	6.14701894075532	7.16893829941792	6.60896989675675	7.21110754511964	7.13541882795072	6.83009235210195	7.01315950101751	6.67406730427164	6.45646621718771	7.00213318234351	6.65515313071015	6.47118587458905
BAX	9.68115849548365	9.45655039234131	9.21312246046304	9.13107025129631	9.67273140086315	10.0012275531265	9.31486578786645	9.21009461936031	10.030645928134	9.40559126067962	9.75424451541379	9.72197482183497	8.95783205337526	9.80226744314984	8.0610213388138	9.90203305456164	10.0490330068658	10.771158130662	9.87936720741706	9.34873772470232	10.2129895614334	9.40580232859703	9.10217315163615	9.47086927627924	9.38420710607073	9.19111513774748	8.87891110164649	9.74938681490416	9.44851674351006	9.22828311549661	9.34623210406256	8.62220307322107	9.5333412322302
BCL10	9.84070289756447	9.66685339770145	8.93323110033306	10.3502418223034	9.3921328895176	9.18698366625943	9.50040445305253	8.82429310150386	8.93117719236876	9.61884951264712	9.2870885554643	9.07984418399893	9.12338385985475	9.70504845837853	8.56143523960131	9.69779360219617	8.96174969714269	8.97343949952976	10.2155315355237	7.90357237669468	9.66866721904127	9.03377670376004	8.94802662522646	9.66622372552941	8.91294269764567	8.11465635495617	8.19239529101449	8.49563137404373	9.86926821056616	9.75141916493333	8.8305629507973	8.52571546739636	9.50219651958949
BCL2	7.71109820034355	8.60960077046424	8.06859404057453	9.0788089626683	8.14833175371711	8.02333839636808	8.23437326536996	9.46564442035088	9.20661702414175	8.31160912150769	8.93173251080937	8.20427983716844	9.19511042028513	8.7728930222702	8.16149269825347	9.81169971115827	8.25843268436787	9.57248676559617	9.20579160735491	9.30191734529929	10.2063976784611	8.42194591015576	8.62329768229014	8.17514870988589	8.76259128337695	8.20997795437854	8.8637583504062	9.41249491252348	8.40012756959675	8.07777903250875	8.19366929573381	8.2898407160392	8.41967899511445
BCL2L1	10.5760246851055	9.17854655478619	10.2168614349734	9.69595383514297	9.37805652284407	10.4526141866568	9.62493757157605	9.71405677595688	10.1849447111415	10.0460257916903	9.66923234655481	10.2490256919281	9.72379902020522	9.56283508129322	8.9702410276401	9.6619868067624	10.558241598319	9.36566249430805	10.1122717712351	9.99143502810766	9.35046638059475	10.8677385027541	9.9051345988108	9.41781416895572	9.70764553797742	9.33031620194115	9.28599407505537	10.2367214641609	10.0891703695843	10.999160919989	9.75028143475058	10.091617122316	9.78849601997817
BCL6	8.11557233455032	8.43090222918778	8.59715492369867	7.5612181348807	8.16703073264848	7.91040063069806	8.39654000102533	7.65038827362537	7.76788979189988	7.25881016287836	7.28841320833142	7.93692489196386	8.97199586255035	7.53340744089045	8.26650419424704	7.4680917744112	7.40697792234777	7.21172017592918	8.88428084722774	7.77898589945354	8.27869604663548	7.74341409646718	8.52963375073342	8.4534642248413	8.86395878777614	7.82048030925676	9.06460978264711	8.64340133810463	7.1166023444257	7.62557748396179	7.79687285316726	7.8459657398406	8.87027443301181
BID	5.93125522415159	4.45518250873947	5.9078893363901	6.25745718079614	5.3454998302591	6.01821323122613	5.942303647207	6.3667540308737	6.28409560134116	5.27961341450236	4.92127111890347	6.83660999818537	6.29959034449353	5.48841068975416	4.42367327856863	6.15608939910403	6.67723330553067	5.89466445170106	6.23928041042506	5.11879614919301	5.48085749328895	6.07810528443616	6.2175805202581	6.22571714588339	6.55172914522886	5.45423567213101	5.8348205760446	5.8361545833753	6.11284863517809	6.48126953100524	5.88700008705841	5.94878487455466	6.6150338655012
BIRC5	8.87632915390036	7.87227259481716	7.44744361562318	8.45640551686554	9.19626306493223	6.65825378402531	8.91047373340659	9.16077676451605	7.46206477241595	11.3699727299184	8.57361638622655	8.67014178201216	8.52437087597409	8.14481306819083	6.68822383328321	8.86051452864394	8.74836860444837	8.8265403892374	8.90693268843046	9.29508800866259	9.82675913531162	8.68561237776547	6.99811762200397	8.32423474266102	8.2461845986332	9.01367552138502	8.11036710043715	9.40969348856034	8.9712572455003	9.32489671379842	8.69165059288603	9.60878880999094	8.99208721826512
