Gene_ID	Pt_2	Pt_11	Pt_12	Pt_15	Pt_18	Pt_22	Pt_23	Pt_25	Pt_26	Pt_27	Pt_28	Pt_29	Pt_33	Pt_36	Pt_38	Pt_39	Pt_41	Pt_42	Pt_43	Pt_46	Pt_47	Pt_48	Pt_50	Pt_51	Pt_52	Pt_53	Pt_54	Pt_55	Pt_57	Pt_58	Pt_59	Pt_61	Pt_62
CCL7	4.61857537002599	5.20068502499379	3.98640709050367	3.96783247286154	4.89396065984265	3.68684575849791	4.48232700533251	4.49803882285308	5.15127042095294	5.4964566423786	4.09648051761833	4.39127983557217	4.46775946079733	4.35044760405682	4.1384454562971	4.44436040981948	3.67488565802745	4.17264855095209	4.48731370959152	5.62647453072589	4.70558949317877	4.45705841939577	3.79439023879369	4.54024945760765	4.96405527070631	3.77834819875147	4.67865357205227	5.45723481701115	4.28949975388337	4.24396063806433	4.30994142327484	4.66138096221826	4.66262159651885
CCL8	6.36167835545616	6.55949907157607	6.83351147139049	7.24980211780704	8.12340619685066	6.67687671392286	6.22275809902279	6.25640201408455	6.51631699785864	7.1510943815191	7.14478279048803	5.96438962499769	6.98084363031745	6.1781385473711	6.15485010283722	5.76403469723969	5.74527697963699	6.43421690059894	5.55799099155185	7.26481344240489	6.46950422753714	6.69571257010439	6.47053046101322	6.25269333006226	6.15274315912837	6.90910648890771	6.73711325043746	5.73638164612322	6.31768412760713	6.71264153673659	6.09948115107715	6.84953059286867	6.49463804970947
CCND3	8.21470304865453	8.33415953863593	10.2672670844857	12.3439310893852	8.63909730532963	7.51004560797422	7.85708632131488	8.20534450011314	9.66302049078607	8.88553884574613	9.32498857373943	9.19608458682201	9.8349085256213	9.74194688162088	8.07642366978745	11.2030562797218	10.9964704558805	8.72781877817638	9.9544768488696	10.1120769074673	10.9575875439486	10.288676801753	9.432484827085	9.38920675215498	7.91904514252941	8.10878349209681	8.18544894330703	9.56630543249181	9.98929225694818	9.23346866547505	9.36587474167239	8.71013874790374	8.98979113745374
CCR1	7.87573948697459	7.05143358908459	8.05669548194128	8.01396456969925	8.01687411169074	8.02776901297907	7.18507516538105	8.07078668735227	7.48733077383813	8.90071544172873	7.17491707054035	7.79751893480917	7.22307529678019	8.04073586956513	7.93379355657795	7.94571121865324	7.54829507766821	7.71867772964292	8.47020030093621	7.11100347985012	8.33337162999133	7.28894397224373	6.52630112015915	7.76857399959937	7.18681182357741	6.94892125027451	7.10099920713205	7.75422656474779	7.85166540226478	7.72283209271018	8.44636224326065	7.60698411271573	8.31696510083826
CCR2	5.94171032427328	5.59893658247118	5.52933949483056	5.43496090403818	6.5332982856019	6.44032379428839	5.54890830937117	5.62382549506166	5.28516038168139	5.38453195195218	5.28663108021061	6.02206627413209	5.82148495462918	5.16554156716804	5.21509151159552	5.16304179513287	5.94791311902448	5.41049811478312	5.0084323978416	6.35322550251013	4.77166993573311	6.59735000971325	6.09802950109553	6.03711905642799	5.68976104235594	6.06587164413885	5.93967631861059	4.87584346240744	5.11686694178412	5.58417566847321	5.94386117055424	6.26650772133729	5.46264807975863
CCR3	4.29910343894489	4.23917579274838	4.76710467760384	4.48715913908467	3.22441716321597	2.95390852202762	3.39710921087415	4.00596956877091	3.36334243151417	5.1249895977338	2.85436370492619	4.52011052216735	5.09403780705742	3.65607664541366	4.46288103859644	4.55361005465531	4.20319980832405	3.93878731964936	3.93673126618165	4.83004627420866	4.96060105005701	5.93494088775642	3.85340393631983	4.5241386506542	4.60252733446716	3.81864142196429	3.90423792450748	7.48777147509418	4.42994125911889	4.43411268280116	4.65918423292128	3.1865498537947	4.8076212484009
CCR4	3.45810285009483	4.54238067660326	3.89643534939862	4.02745226994489	3.82855238821792	4.91661107893261	3.68155747182614	3.95693742256694	3.80260861196903	3.31416171622296	3.41864897666233	4.68516484714231	4.96297717585531	4.73481193765513	3.63649919605012	4.96144844092757	4.41182869070535	4.11926688376411	3.90209272723141	3.48249485775859	4.03970872770949	4.84574824242185	4.44015827827157	4.82348507188462	3.82283384050635	4.60356350507528	3.93754921585275	4.20500002803186	4.38065430704221	3.65765122392728	4.93607586583646	3.50303409695896	4.30615561202198
CCR5	5.96182517704678	5.90075360753933	5.20682070582289	5.54097635252139	6.74408919848178	5.97571983338972	5.49408357228269	5.34080768439273	4.80366224538793	4.79439531595095	4.78060166359965	6.24379467024504	5.058717562429	4.11511856126274	5.31366900429451	4.76979714786789	5.42226399589282	5.26462092519911	5.97607796019348	7.60269971404994	5.01071697787148	5.61576044731698	6.09212612377877	5.42562413931641	5.24917838767325	6.34695867737748	6.93001755112768	5.74708017299328	5.3672001302239	6.12030033338755	5.26475850392976	6.78255866518514	4.8465307506619
CCR6	4.91473674284348	5.61438955927748	4.87229337310895	4.42849163969687	4.53042770278348	5.63950850533867	5.14775075347667	4.9562817779184	5.27281535451888	4.83675457473501	4.74259800688389	5.5125185259467	5.26997656426484	5.18924718932427	5.48670685145024	5.54283824410972	4.64789138832242	5.16158176555283	4.74305903029734	5.32712717716556	5.486507456217	5.06341924682519	5.2268549719792	5.1642142601634	5.15728559120214	5.04187715293801	5.10265861247298	4.84369039370207	4.55120828724059	4.62818688458655	5.31436563576942	5.16981669997727	4.93335936197472
CCR7	3.21313247564905	4.5544278257593	4.12571614180902	3.39274530721837	4.47117467798024	4.81102143600196	2.9854384143338	2.62962728780247	3.21126205254969	2.78199526015795	5.89642394722608	-1.03668658337188	4.89279111624924	4.39799123042249	1.61748549194402	3.23484077984055	4.07938603709562	4.81508143683571	3.54641600735022	3.36243504340406	3.59640802508034	7.18876577116081	4.41247829938729	3.7975157067237	3.22236833068617	5.90893449074552	5.499733122141	3.85712347092088	3.42329201077789	3.07552463662999	3.71648374004004	5.06141223284764	3.78132314545475
CCR9	3.63642917508166	5.03148858851991	3.48536261660653	3.92908001959173	3.72779768989074	4.41141190123148	3.71358426734537	3.62535060257254	4.49692704024135	4.69385731001415	3.8006485573951	4.80337001973507	4.42845646371555	3.08619202957551	5.05687739576111	5.19630602865568	4.42414990227664	4.4249213369147	4.36784804084214	4.2595708284048	4.83694390270592	4.56735266227512	3.62093364059858	4.55737655792689	3.67823616563857	4.45546825280448	4.12201652351691	3.7431255772323	3.70213761716003	4.07155812634398	5.1010212231532	3.75116843501471	3.73207080978667
CCRL2	6.73696915253071	6.38714751387119	6.22623283427409	5.97691650597074	6.38408980007423	7.40715111735793	6.51919207995042	6.57492690265799	6.55164291869195	7.15181818304732	6.61929087550218	6.23576185228366	5.84178460192792	6.32906833472812	5.6690516773907	6.57383054975988	6.05498485378445	5.63108694524798	6.22885744621249	6.16442750836499	6.39994417811088	5.75715267428667	5.65942608041916	6.64473876647877	5.89231393014973	6.09969103807166	5.71316833841571	6.3654538826893	6.28943593634006	5.77114536219389	6.90255333558542	6.2949142400391	6.47315784987478
CD14	11.0680711446013	10.0558493706979	10.01673748903	10.5349249739645	10.7565826759489	10.6247013347662	10.0576515836097	9.69592808864823	9.84669123223777	9.63469152681133	11.0417481816426	8.99267888127299	9.7971628575724	11.2537252552825	9.99566094784653	9.62797497019281	9.988555867771	9.67939200165568	9.79719276643439	8.43751844989719	10.8323811734051	8.58722403438816	8.82758186725254	9.70735533980541	8.78195911526698	8.80724539790846	9.13219699220321	9.17081444056343	11.095548271891	9.41363771705835	9.76776258220655	9.95956359763819	9.99938954607855
CD160	4.03076514705204	4.06861505254414	5.03144842105432	5.33827465181355	4.42066369192682	4.28047831771369	4.49088658699309	4.55051277610423	3.74332708592473	4.57950454016376	4.45202400618835	4.13908351979062	4.84885552598551	4.02539875024157	4.90343075186911	5.68436743764335	5.14549739655144	4.82497836411605	4.65071528105478	5.50232021277068	4.60624565386019	5.24498301975744	4.5940565900002	4.76811090010037	5.3887224554789	4.75164143131537	4.32613562043183	4.23884333052305	4.25474408774976	4.91075496952471	5.29590184773098	4.49661977003402	4.26311781528574
CD163	10.2183531904801	10.2337338835099	9.13599546817131	9.41201584606488	10.6855955788328	9.6145415216788	9.5403521485709	8.90643895468602	8.95221416932872	8.52148309077929	9.9130126345762	8.73230059328354	8.3956157311583	9.5406021909524	8.42596342630035	8.69717493734304	9.68730338830144	8.55315678105993	8.69256787522964	9.85144030579526	9.25703503971287	8.44482997313592	8.64388662209279	9.69411275300146	8.16683623084478	8.89212025747533	9.43017839055065	9.57689850935882	10.3198625910365	8.88803204057849	8.7326862854066	9.85729751547379	9.64064168061867
CD164	10.1751583320232	8.46796435730484	9.47727025353572	10.6495747145151	9.50418342183208	10.2291752987671	10.6368678249305	9.642019775587	9.98019292244978	9.57262184667668	10.0485772633784	10.0084245913342	9.27508009495209	9.94223562007845	9.00327174697494	9.01376387390463	10.0098020035774	9.09368344460797	10.2089081010031	8.85179615180546	9.15734405156577	8.02903151612775	9.93276656295902	9.62754140914062	9.72000892763781	8.06623009172664	8.88548320865616	9.088333628508	10.0916351670702	10.5144352510529	8.98063324413685	10.3551523800529	9.90078557061065
CD180	6.58931962299307	5.40092473272503	5.49716479780494	6.19380186872583	6.78230200050488	6.88102433028397	6.40712435903578	5.02647616949975	5.17657862599243	5.62572049002792	5.71029524091707	6.58723473743988	5.92320883496824	6.01003110308728	5.87106529244674	5.77623749563586	6.42470778626969	6.27083771804276	6.84421541140667	5.32682680363592	6.79525354886798	5.80187778232187	5.62782645784911	6.67195127532935	5.99891860462627	5.74447842265521	4.89599528377763	5.42410818298348	7.23880800239121	6.55626627590239	6.25239036070585	6.41848970145829	6.66406948802
CD19	5.53766500788465	5.45667672435859	6.76721364658107	4.92229603928577	5.40499963593381	4.70645262891989	8.69088879059687	5.31061218591315	5.09628763915898	5.80902069618928	4.65393098516672	5.4701858425046	5.38293876162226	4.94007815727315	5.59268766749067	5.1849129011036	5.21563087823376	5.5304476311122	4.44447836808394	7.14295508036655	5.49230769630426	7.31976976016259	4.9676516359506	5.34134768219002	5.31761091905273	6.28786322561737	5.39980725619688	5.47667516233162	4.50797742403989	5.25716961556111	5.96717683918276	5.19492875343401	5.76181611873305
CD1A	4.85907373593775	6.23577980428743	4.64406505158294	3.99264872077967	4.09979430261759	4.41710340391571	4.62484655807747	4.97496260969629	4.79708811476988	5.20583468965996	4.83524800560008	4.66498785560213	5.74783484180552	4.56749835505867	4.90895493529766	5.95822673471842	4.62529872688812	4.52484801166904	6.009817460358	4.61468278256514	5.90703957006405	4.72990874050908	3.63149390265161	5.36479700913962	4.45759479299243	4.42351358053592	7.14557550589829	4.69582774978695	4.12410036247128	4.81021959741362	5.33003273031062	4.35172779377451	6.01460908618987
CD1B	2.86138302318816	3.05627410134484	2.69854767751166	2.85783473264296	3.82380277916789	3.07547650234484	3.22819877642941	2.79449620477045	1.44325044369199	2.19794055624767	2.35331600058742	4.22944945308826	2.75081881636686	3.01897340952968	4.07661684662751	2.02240520435315	2.47619207090461	2.22002075439119	3.56632245152431	3.92045966536627	1.94180910426535	2.32584441016259	2.2658918859927	2.79596073520488	3.6149079439899	2.97347600111869	4.37793283318881	3.85311771662487	1.75040475817044	2.41182947655124	3.29887976189727	3.04594875961477	2.36289423022473
CD1C	4.94815425010938	4.91737431920648	4.99663727033048	4.56251690839687	5.3808868381622	5.8916631978243	5.75215978320561	4.19013378364431	5.01463633540391	4.56757915752097	4.70135173592225	4.44269066809417	5.24380639228487	4.86699373674214	5.15944457055407	4.88250131123162	4.87599040723327	4.6698878230418	5.44848525004403	4.43677051199806	4.16193111306592	4.19124982299418	5.34978846610139	5.29801354668634	5.27280614598087	5.63495794278373	5.30647713170461	4.77731189869622	4.32269131263688	5.13882327817049	4.40257597687756	4.28579324777732	5.28908683222354
CD1D	5.11071173379635	5.72789761607359	5.82606849349804	5.15390457677403	5.3802878557967	4.75161179459271	4.93899311560559	6.38603541088982	5.55479671109754	4.55670518521474	6.11997316849374	5.81074381299551	5.59746026197275	5.81787296130233	7.60554453681008	7.01881157308104	5.04019574649326	5.09004245087331	4.77924793571228	6.53949052967477	6.30582939885602	6.50445964338947	4.86148257286672	5.70683759203902	5.89819007132088	7.13419990103404	5.66184317586567	5.55380268037995	4.88822876418523	5.53470628431287	5.41877803450619	6.24440039053402	5.94445991324057
CD1E	4.45605958358423	4.66757089569565	4.32976235502176	2.47974752280273	4.81238160686605	4.20080984718338	4.75333091190703	3.86616519974226	4.3518858869717	4.63055731779023	4.90297274002242	3.15613826502447	4.607898926665	3.78245732247723	3.09579287670188	4.60281880635956	4.75790936629249	3.66443584740612	4.06801621373265	2.91355764843822	4.69649083879925	4.37454534616738	4.27751285638853	4.94383712832917	4.41202580013517	5.43557372273991	4.85934072711475	4.22955262067099	3.05476951101198	3.69130706100086	4.72261262824959	3.26807936461313	3.99680947683378
CD2	4.01211874726249	4.81049749037272	4.15750963981948	3.977243091472	5.16735538649191	5.18850978185696	4.4906066218587	4.4462256257761	4.37345398602706	3.42121060618198	3.2954156092627	4.69702621929344	4.26099304325786	3.86263232765251	4.7859511304041	4.10523652629538	4.07586287559916	4.04308823213258	4.42388031775642	4.65147898140391	3.33358616932093	4.37519863653418	5.13055115503585	3.8098271123558	3.96866280240314	5.2556638770942	5.32919252417176	3.30168113034208	3.90415912946464	4.07710355090444	4.6993070494996	5.40046984407121	3.01290195640773
CD200	5.51899928068235	6.23558655276294	8.28112012573195	7.07030602964964	7.94246648323918	7.5660696021303	6.00388894337676	7.33423231812282	8.66291319670742	6.65142515075795	7.18417244257932	7.64647819953855	6.00549447045864	7.21266495013638	6.24980920490019	8.14855829399063	8.19856609652237	8.60161272244718	7.36162529537489	6.54343467580451	7.01631154283262	6.55217926641537	7.2087822722941	7.06306441182535	6.27727865884618	7.37186214247038	6.66258760975354	7.75942235114909	6.93059978534301	7.4319999767134	7.19113515565005	7.43622072869616	7.82024195733285
CD207	3.84230954810058	6.81127686618198	5.26069034433712	4.51631266258565	4.0127920377007	4.37298769266328	3.78150285728924	4.0441676889473	5.14671387487756	4.6818284899126	4.53251330219491	5.37444997259476	4.88022213438482	4.43294916660048	5.09222374100703	5.50517483982342	4.25962844312809	5.76933561302953	6.23743127111423	5.03495724419926	5.38305738497191	4.66740835171549	4.13111282736819	4.34380274433513	4.01877988672672	4.35621565159254	7.10888234330586	5.52488169890932	3.80484786838397	5.11783907403601	5.19853443222981	3.62002743102714	4.6149696578042
CD209	6.26020138508173	6.11584742636024	7.05730467034687	7.01554429634506	7.60435032943726	7.68724743666894	6.62905862822035	8.37353343690516	7.06168349005349	6.89304280800779	8.29521000836724	6.3170857753413	7.26196226090976	8.78260600810363	7.40402667222529	7.49914581810761	7.26700071904937	6.31129741824394	7.12664484165189	6.72312421346136	7.17288292065846	5.46622325812825	6.32095355460149	6.97458272433864	6.48014724573418	6.46561201553356	7.4658110635865	6.58764666638003	7.15358004410791	5.32376234792896	7.39153293710661	7.43539439388033	7.64858809641387
CD22	5.96197858339018	5.66560175268352	6.513441919389	5.48572015334985	5.84031368946021	8.06768932549036	6.17873322913641	6.98993959857601	5.78397458589759	6.67444190644022	5.73940902360161	6.06446049338599	5.61004295463677	7.74578567269329	5.80756138949633	6.34773530826202	7.5329141584051	6.89236342334512	5.52732342565876	6.0143447727099	6.24394418867677	7.78122550838671	4.86642186863405	6.0349521128761	7.68845193745287	6.43030612719183	5.69046915819681	6.56257402756779	6.00063509234425	5.16834378340434	6.51683185675764	6.4991072505565	5.686474341465
CD24	10.2003777245694	8.74869801114794	10.3514407923381	10.9593383908906	10.9143860389388	12.0641062450768	12.1405894445753	10.9846864091449	11.3372966496826	11.8094302686388	12.3073804860635	9.32253121206018	9.98875451870133	11.6323777196346	10.1664459211271	11.3138547010973	9.47005517969148	11.1032370230178	9.52448087089263	14.1766647116589	13.8975292806499	11.0435905070455	11.337901651311	10.3013362122738	11.7317302490769	8.58233432034309	10.6734861885249	7.93817665706067	11.0877964918144	9.28563366879337	10.2893743696096	10.5583990929522	10.7995335847175
CD244	3.99939715626936	4.89818801671049	5.63161776782184	4.16542067882555	4.39396850776437	4.39541199555458	4.24839511378752	4.51667477124582	6.06192309581747	3.5703680513521	4.67854959579792	4.79963834997102	4.69801198026423	4.13462503335922	4.10199877549812	4.28655702326937	6.69115155270062	4.29167267028534	5.20965770474471	4.70110264360759	4.3383329398491	5.15866179265103	4.00495561238186	5.44933402712804	4.73056483467849	4.72537521278279	4.43700949571275	4.86521058295877	4.60327273211021	4.82158649296717	4.43976726390622	4.6493112180909	5.39968255834203
CD247	5.38980511710038	5.80815198907193	5.52212827598149	4.33190805815471	6.20065201681442	6.17357570996163	4.78659527480591	6.68518604698074	5.02017731772596	4.52413634135051	5.87575195263028	5.61728287101079	6.54322802653679	4.70008094102773	5.72553436136828	4.98524915998071	5.34281428219579	6.46386272832721	5.67188489870688	7.38432750574342	4.09353586211373	7.93640674404742	6.00339437933212	5.92487697187586	5.57505104666386	7.10473552082185	6.6783925264311	5.5572716349549	4.61220561340648	5.74750250955604	5.72248676307321	6.21273091251739	4.79407054206458
CD27	4.88122535399029	5.08230825626742	4.95675024902037	4.34241973054659	6.75960718078789	5.07119167642961	4.26946186068729	5.14539198553607	4.44729368740464	4.20671143686739	5.34840147294272	5.66147909032295	5.09966796752084	4.93201882904283	6.17139252704565	4.74322545939375	5.18205083909803	5.94852258063053	4.955345874147	7.71465501822628	3.6669988859893	7.0036155811538	5.60802903840715	5.78649266378245	4.93313483694214	6.9143405075927	6.94537042378158	5.68390699863116	4.99765771706579	4.8366414649371	5.04546548732142	6.58062890209864	4.44827907658663
CD274	5.89457796878039	5.81923064039072	5.70160077602987	5.20474735169976	6.39292684371943	6.07634583650698	5.61067574343645	5.25681328310252	5.14010212106444	6.49783275244132	5.3760896977029	6.15187044984384	5.9147272409772	4.8913639562969	6.24766708917904	5.18447285650097	4.77562453545683	5.34458362060539	6.09701088264217	4.82546278965554	6.09360049855733	5.51820112416214	5.34520135400256	6.70241037444057	4.8254463436257	6.72036974354473	5.74545261047258	5.52265725288338	5.57195810095181	6.60363815224319	5.62852644929038	5.38092273962705	5.08460114841854
CD276	11.8239004233003	10.6121955297988	11.8845175300518	11.2918947438166	10.7194538712482	11.4453894955628	11.9222216120315	11.4901251853735	11.7955934046837	12.6873521890747	12.0507628400739	10.8275334825052	11.0776783708804	11.8017620921222	10.7098087439255	11.7604930514241	12.3443057610556	11.0848552793751	11.5506224152716	10.1890435181757	10.677915431716	10.6639800957011	10.6645243800956	10.9279977345225	10.8777137744714	10.7215013909917	10.4286778122315	10.6874542272317	11.2782434918816	11.5237610640859	10.848675273932	11.9540203738575	11.2869006464875
CD28	5.18262375353962	5.21344334779915	4.98157052339112	5.55131547572968	4.8491350368537	6.60682009498856	5.49350504506791	5.73523026044823	5.52695009609491	5.75250177315047	5.76415830499531	6.29565965379456	5.40710982377691	5.07529577767695	6.16348598922479	4.83061739191464	6.34645443599269	5.64418849576054	4.9627935098909	6.41817627836652	5.40272283362368	5.55569874938707	5.64644456818259	5.2899471605997	5.76856825586148	5.17719016123945	5.7761412191426	5.80311448704735	5.82883631132939	5.81753129108322	5.39671537874381	6.55369892504769	5.79626472748925
CD33	6.70851900614334	6.14851004241188	6.27715561796505	6.67817302952793	6.48774340910896	6.53409028472195	6.60206933428448	7.01242815979818	7.32364393297762	7.53137783909764	6.55696775747827	6.53697631826339	6.33943983051084	6.41808277077836	5.97921226117525	6.46711371949133	5.78290236157472	6.4272816020744	6.7959180731767	5.9656380412165	6.36633084152116	5.56215222128085	5.72902220081836	6.78655263810546	6.3710060779806	5.55679194668048	6.23619081213748	6.50867342577995	6.09196742674589	6.54889940440524	6.74025325335785	5.54692664603147	6.42594300562059
CD34	6.23669553641306	6.95106577334028	7.76925445487984	7.06775967395681	5.89140896568525	6.65008348613966	6.3756220928514	7.65070181837903	7.8489403241395	6.25137991146709	7.18062598029336	7.57984966986642	6.05399824284807	6.64801326932302	5.90110378233662	8.37588813653662	8.0582683170351	8.27724624258535	6.96692047443001	6.64474993386004	8.24340490081313	6.13069532785153	7.37298840420382	6.97085533215486	8.14779120557527	7.48304835135776	6.7298996347394	7.98948983676141	7.05992043510124	7.0518909890677	6.90697618704081	7.6655182249939	7.78480473686068
CD36	8.64431392597309	8.47959403707465	10.6649767939477	9.04208629772637	10.4358521189815	10.9721083204447	6.65045312672089	10.2008556667493	10.7974709659081	6.60710083234836	9.80561874256736	8.85804772164597	9.66932563974419	10.1835916873319	9.35402926453057	10.6747460612689	12.4217366847291	8.81049558418981	6.37566549902815	8.03723532228566	9.55610903800598	11.2247243681729	8.82036174715661	9.31716278835058	11.1243105296558	9.38898278599727	8.27827079109913	11.4640028244148	9.65025184006183	9.94144187244095	9.37543170662564	8.00786532921073	11.2870370375424
CD37	6.47338153044136	6.5207798043906	5.82433535655195	6.02279939992822	6.23726091117249	6.47513979594964	6.48028393417096	5.86487879841635	5.54445870246153	5.29767209302344	5.92987572294099	6.14159570330557	6.13241301416736	6.94576592723256	6.31976214213771	5.79714910218852	6.50686511088147	7.0464102823292	5.81958239251666	6.84694275561911	6.80763399154045	7.43884252007858	5.75679181901048	6.14929425018119	5.29779561967554	6.39007401543132	5.64684480163092	5.99845815661154	6.69395962506937	5.50113687527352	6.71979270493336	6.44698688180982	5.7508367255411
CD38	5.05258209182468	5.87051926714126	4.77662892182185	4.76882953556809	6.69250593678953	5.37833793591076	4.54070980502042	5.81563071790504	4.55985337350168	5.86171598133614	5.50168469522189	5.42798098282582	4.92935749520079	4.93945214881461	5.38202964497302	5.22833708738244	5.14629633616507	5.4186283665705	6.08595154842672	7.37864721672684	4.96940209705648	5.76994514435334	5.43085718503928	5.6423034739311	4.34226256432197	6.31505649445083	6.10944753450986	5.50445556506414	5.4892802045835	5.5727682595883	5.82230088894512	6.62540453505939	5.66419987358433
CD3D	5.78767154066595	5.66039443433773	5.39974353501712	5.37299351658912	7.00846662888402	6.10153932459768	5.66383632232887	5.76311998433644	4.67538769947031	4.33939151098444	6.52015427107172	4.63480943387278	5.6779715624768	6.14636872433814	4.87317322185966	5.06334730678364	5.70272059407091	6.44003138803912	5.74745538516695	7.05635528470276	4.30687591881209	7.55987331016468	6.22341887241072	5.70416980836689	5.05915706658825	7.02276024340196	6.48753084096516	4.82337433056671	5.33313682858845	4.93892140697166	5.71221043267278	7.02080950874458	4.91778525322403
CD3E	5.39280620710917	6.09337906284677	5.18944731046285	5.11630607152136	6.2824563058717	6.09689060016414	5.26398118794461	6.20795055829359	5.42434158350702	4.64079790362718	5.86387974968823	5.81882458009964	5.79041472879473	6.226774585987	6.98181793704193	4.45635879664705	5.16381843484479	6.69449618486833	5.48268935100971	8.36582271501728	4.78320839883119	7.56586480791296	6.21337657653205	5.33580842391643	5.36435132737161	7.20955547430082	7.38877540402541	6.25908547806909	5.46017597080423	5.11426664464044	5.96477455732625	6.8830724598827	5.02417957735951
CD3EAP	7.75626344790775	8.21361972908908	7.26551337552053	7.52522802313915	7.85104167460559	7.38498394256178	8.28616419952632	7.45584943765913	7.96056023048521	7.44053009574514	8.13018848798338	7.97828574141467	7.38644656377005	8.02460448302338	6.5746366162526	8.1258404916484	7.47187510872059	8.88989301279362	8.72954516564066	7.54149824173009	9.11895333708441	7.26972767742254	6.87211162859462	7.75136206212552	7.98563048634172	7.47165348421459	8.38991395690271	7.57774079273981	7.8173001741795	7.59088862379904	8.10474017651828	7.63459060326558	7.61907161178821
CD3G	4.47642180338876	4.60804135659617	4.9541532826009	4.02977025499907	5.21447177235769	5.21143407073898	3.47642568801312	4.86229430125813	5.00175544777091	4.71307356411556	4.22502438758865	4.71896528957341	4.81551067545474	4.77965565915567	5.85978510503318	4.82679273295817	4.79921029051537	5.64120581493933	5.2256654372913	5.45294376907784	4.46295702459327	5.45925281680546	5.25898411434077	4.61966679502707	5.11786931999061	5.65734098300343	5.09735182688712	5.21472273986053	4.14078695989518	4.63299758192067	5.08890661165444	5.55555364153641	3.83125169761657
CD4	8.86035585449691	7.91481459946995	8.81836053566621	8.69742732594273	8.97010939135728	9.04331349960173	8.48649962347242	9.46230704911985	8.94422940070824	9.94555728837955	9.43104658841965	8.0446109120965	7.95103117840437	8.33046146198965	8.40179467893604	8.81368562348398	8.65543538120781	8.92455132931728	8.92623515172468	7.67750166367094	8.88350400170078	8.52436303826649	7.79598769432576	8.81409861457881	8.38078326324804	8.12932614772493	8.24001777250118	8.39248529935114	8.40233775412444	9.12179239726832	8.48074247940212	8.61710486266773	8.46141028171745
CD40	7.50229074564763	7.39228552240394	8.75570773678676	8.11596047896148	7.94765240556358	7.41414355587627	9.03310535826687	8.86013925056072	8.18758367493107	7.58524612105915	8.07507054638552	7.89251926848821	7.53327882547638	8.01877301325331	6.23719242720849	9.00075959195736	7.68864737155749	7.0541896340125	6.78938106388063	6.90901857971159	7.51341594204834	8.45976330923077	8.06445045030002	8.04989625420617	8.39821934003819	7.88501660494896	7.53310008675269	8.15969131840692	6.4110412987735	8.73754534731813	7.68491993726042	7.92908305196779	7.26918388502469
CD40LG	5.0921129663994	5.80195722270445	4.62588546981877	5.18610810833797	4.57280396065704	5.56751476826209	4.85165838789536	5.84669947782929	5.41260783271714	5.40454871091389	5.03566554944797	5.01389564662998	4.89699070909786	4.42632674281236	5.23378175076882	4.68915665951246	3.66763610606924	5.07975465198943	4.54390423896493	5.98053271795584	5.28024646528439	5.44859450877416	5.108654419833	5.00373401083647	5.1121701697824	5.86272993483436	5.66054607279743	5.99508659349833	4.29402344144074	4.76799594470035	5.14509662277116	6.17271894147249	4.35474362977715
CD44	12.0040584893955	11.0992249134451	10.1191924737684	11.2679332539137	10.3372696472856	11.006515019851	11.0357659611679	9.30589582934684	10.546030350021	10.79375366404	11.1829583872867	9.98726496104147	11.3972860653681	12.1160403154436	12.4621338622152	10.5118069692463	11.0753494618574	10.804145742301	11.7012807776899	10.7426035794764	11.7216166490549	9.33718495792401	8.82108636433653	10.7689419108299	10.3511377532294	10.1183380718809	11.1420039898115	10.8562704758477	11.0416373890588	9.93890758008917	10.3094026253583	9.59728535313594	10.1410272177628
CD46	9.41491414994055	8.63527715725165	9.87412532830236	9.92204616380485	9.15088012147748	10.5952207951989	9.29290701265205	9.68591611333294	9.08342709275833	9.61860377671614	9.12134487850566	9.56455067901936	9.26010108713374	9.96432790988201	9.0801831483567	8.40695904905891	10.3079152845447	9.24632714468874	10.8624239323959	8.32132677147275	8.22504186025768	8.81145083256335	9.87280614024784	9.10502949378512	9.98641490760902	9.03209110524166	8.66034813619063	9.12736150550066	9.4771637510409	10.7211571871781	8.73265588354657	8.76956430437623	9.9781583118394
CD47	8.95223160930353	8.23985375239818	9.4048558590711	10.0728321274412	9.23853472238028	10.0289664665329	9.87538824488447	10.534596712306	9.28813864357935	9.96394514070348	9.90894075093297	10.0273707129729	8.79485105902733	10.6112858406747	10.1958379903598	8.72879637441497	11.1393750950095	8.31826136638067	7.75257283791763	10.5441230934718	9.09847232425685	9.68188729523003	10.052760312751	8.93921107677331	9.81115064337504	10.2917108452057	9.91560927695818	9.82840131208116	8.72927684924255	9.13224895981936	8.9990222302314	10.312173010287	9.14280515231154
CD48	7.34775516335471	6.8066544326157	6.48793218578521	6.62668236191135	7.44240435356324	7.43170758085864	6.47199767191844	5.89900599038406	5.48010729090566	5.01984307224003	6.21627871928111	6.80887604273653	6.01855874133286	6.49823908137641	6.17721614009629	7.14321500226784	6.8238477855627	7.10386961874333	7.70908137617906	7.56083985994141	6.33867190011588	7.47552392245431	6.74824660091938	6.96891952879779	6.74841206870568	7.43169294027712	7.09043051391501	6.54176633319308	7.18770092575597	7.41793803580753	6.27307971475063	7.36925712178103	6.99082293617417
