Experiment_ID	Pt_2	Pt_11	Pt_12	Pt_15	Pt_18	Pt_22	Pt_23	Pt_25	Pt_26	Pt_27	Pt_28	Pt_29	Pt_33	Pt_36	Pt_38	Pt_39	Pt_41	Pt_42	Pt_43	Pt_46	Pt_47	Pt_48	Pt_50	Pt_51	Pt_52	Pt_53	Pt_54	Pt_55	Pt_57	Pt_58	Pt_59	Pt_61	Pt_62
C7	3.64336524057536	5.4112153472868	7.01422048810996	5.37540984395499	4.49235577665535	3.47930752585189	4.06260982891294	3.57946457081922	4.11316656444931	3.46076013635661	4.35244381209227	5.10693385647169	5.49850690477937	4.55962742915926	5.51890662959799	5.04246776700556	4.40652412476258	5.21878397987784	4.16169532528359	3.84737630270708	4.76967147214057	3.39505301501334	3.40292097828051	4.66089678097825	8.96847834166493	6.7325466583214	4.08942042685439	5.24868366015317	2.87958250611036	4.54003648299545	5.01856160548815	3.35268008435762	8.22448229582823
SAA1	5.19885988976342	6.11486559324346	5.81079179379639	4.05110137187452	3.94471097805199	5.02359649893569	4.95103929175788	4.6762030270559	5.00675397139063	5.48848121984905	4.74299875973685	5.4397359069843	4.43209436643644	5.11649489935599	5.95362928351415	5.13759774011278	4.62380639928386	4.47446230152913	4.23749805254112	5.48706000765881	5.16057316642872	5.65520624223958	4.8717299374726	5.54734141995814	4.65786267240012	6.02908708974841	5.69141793640228	5.9959775267284	3.6786598375497	5.04581234053942	5.40886251646435	4.80448700893045	8.30791715968055
LILRA1	5.22783742001605	5.4503813514632	4.87624145213692	5.18907545662583	4.79563459748879	5.35747943236719	4.87175547455837	5.18814133998752	5.70040237470524	5.7196380897917	4.90282454710638	5.29080880008964	5.36561339644653	4.37552563766382	5.46238871906362	5.30183603810647	5.08651376601549	5.03946051704075	5.04489176725914	5.99850644980308	5.65399803278942	6.98124911415093	5.08064026970852	5.04434762398164	4.93886970260492	4.99504929187387	4.93936831598242	6.0365757478113	4.55997180063674	5.78098798048783	4.81742835119207	4.8981443955872	4.99525524094537
A2M	13.1936079056457	10.7691060842983	11.0166473763208	10.7614919470587	11.9703882977918	11.6813422622033	10.3786493987633	10.8997326627195	12.2455075789463	10.4883576634187	11.7501121321155	11.6796947643911	9.8491639062445	12.010818187543	13.0892874074897	13.1500311187127	10.7792412878064	10.5247589005512	9.6218777290295	11.3131440719725	11.8158990648974	12.1776254499728	10.73297365019	11.1242040795743	11.8513235575755	10.256274872075	11.7724705997462	11.6233657160561	11.6965666870091	11.5924737104119	11.1557100684774	11.0020146798555	11.7430004929573
RRAD	5.76639434661299	5.08667071813651	5.40173614925637	4.9990946147209	4.15582060817697	6.61701315190421	6.84536435752312	5.92368960948016	5.26985309904205	5.54783764751229	5.84858125779252	5.60428397285975	5.48426031116669	5.77781368619472	6.62536173471542	4.07491796978978	6.10502144299373	4.2879049979321	5.51735414307391	4.82693893122522	7.94164606663246	5.21506722000384	5.38904263691003	5.59395054257642	5.12968573767466	5.23842958614626	6.26206788733539	9.38540161347293	5.56574324095629	5.23235728071103	6.73219850819573	4.4616659640851	9.1634064253282
S100A12	4.32767179833957	3.28981961280691	5.01105977649598	4.12933908993084	4.19283302462933	4.02655777721131	4.2921210662695	3.97215987245658	5.43771071539625	4.21226031868105	3.88860766475828	4.99786881982455	6.5867996171422	4.3435385347358	4.78001616807603	4.64189230993621	5.03649988036141	4.61249679677904	3.59431192578412	3.42545580840124	4.50020850001264	7.51474922065838	2.57371369249708	5.24027842777998	3.74961561492848	3.62259900661588	3.35532097552028	4.51269973189133	3.95746061266062	4.65774466447162	5.52224604518527	3.37857704479273	6.16450076927507
RORC	4.96369541246227	3.86457682256649	3.92024491816542	4.3209535825552	4.10568235996326	5.09282242199084	4.4581758887199	4.07887287735661	4.35400471460977	4.04263294657662	3.52954908985557	5.40320666364065	4.18524809375435	3.83789204513317	4.68496792964127	5.18116963887033	4.28989222650674	4.8290634061258	3.69553776849766	4.54639164855582	4.6491597516148	4.20656370789128	5.08583117041437	4.91598157122478	4.82128747323517	4.1938943582132	4.5124528245599	6.44358262341871	4.04877326363843	4.51972694359897	5.33328024942505	3.67845358114159	5.99015412874796
CMA1	4.5488065913169	4.60881681783095	4.75454898937058	3.88983734352003	3.35257136757906	5.96086708145619	4.44553354525552	4.27744304550306	4.07621037363841	3.64984894610831	4.07212006195764	4.31523430861077	4.1954070756108	4.53855880810888	6.02921831870496	4.66051181936687	4.50089129646969	3.88201459310419	5.07052928195087	4.10976286421065	4.63966868315161	4.18139837832172	3.93174616299728	4.86230895217856	6.02406760607831	3.81231547926564	4.56912572900519	4.47848641767365	3.4313444328164	3.8639053047637	4.85042239819339	3.99993226835876	6.31044393736012
TNFRSF10C	5.28613709780584	5.53480486523642	6.45733899399995	5.76206625454449	5.39396705865804	6.3164351578833	6.97565226296876	5.72709259584096	5.50298000689815	6.6085680366757	5.49021776662122	6.62177221555189	7.03240770692855	5.55471044622845	5.39867561942231	5.23285465698239	7.09033547315154	6.404702301673	7.0582318631454	4.69039221030492	5.13077309429211	9.86071174023158	5.92514833036989	6.1202693146942	5.41258709417753	5.90606428386884	5.17143451038007	5.97411297698955	5.07936778266522	6.68053708572659	6.28990780801839	5.64273413446145	6.97670789390674
CXCR1	6.05847146144769	5.42228709402771	5.62994320330658	5.72605361485665	4.46096462531884	5.02565348621184	5.56102846168695	5.95309706925509	5.84653974397962	5.41623098413235	5.04114060545762	5.70809782339574	6.16667378936349	4.70237129631796	6.19403589475022	5.96396502165503	5.33593018139607	5.77952277356531	4.97826701979565	5.22514785865248	5.34596252816239	8.72496389357249	4.61468964882777	5.58809894681049	5.00968484797651	4.96451339427964	5.22653981675803	4.98430981967998	4.24292776271586	5.74711246594753	5.96158131435024	4.73211945904711	5.5410626266091
STAT6	10.3102590524329	9.08930924067757	9.8976506344983	9.995108333477	9.46711718419692	10.3173880654702	8.90116672578739	9.42609528538771	9.38612247359234	8.46908965770505	10.1483818836858	10.0160505464369	9.88381622370745	9.93401825150194	10.4971402640329	10.3397324376564	10.6571208718802	10.8806397397382	9.55802402346347	10.1383227261418	10.5011786602365	10.1856420981797	11.0625137869819	9.48233489836822	10.898535387759	10.4457122737097	9.0430671675565	10.2066099251955	9.58207369646675	10.4054448550499	9.65298102380245	9.72841160079568	9.69868878501991
IL1R2	4.79233910039155	5.97303227303363	6.11332671017766	4.95478454344456	5.25328026158458	5.6104328818168	5.23493865031011	6.57892057209935	5.35282669941241	5.27013046283557	5.71393394514742	6.58517312480087	6.39484899975609	5.81825367853989	6.55736441616953	5.45012752066602	5.50063666783977	6.3695177046795	6.11798959900442	6.26990814831681	6.89801118163747	8.78266369759232	7.18102100897914	5.71091766678199	7.85055354559506	5.12352140251441	6.86678440320962	5.56632976780613	5.3042591547125	6.54157400599926	6.06068180916544	5.2163719022317	5.93940339280057
CD97	7.43535345368146	7.5328003668322	9.36272851634947	8.82952206856114	8.27745949644833	9.2971102387141	6.9346601472916	9.00429905300232	9.64452740890027	8.39016754932716	8.76764667852031	8.45559957414499	9.90497397264931	9.61187069635816	9.37072096699118	9.31138524633111	10.9880155584319	9.41098823272952	7.76318734117211	8.74188548214603	7.97362072111999	9.95089303853629	7.82804334985685	9.01661057082715	9.98480319767117	8.88601528108802	8.0355187098978	8.04147417785548	7.23773979277435	8.24780372452141	9.03744429736525	8.45166439114166	8.93364228076424
BST1	7.42893674920301	5.74779698015093	7.03827822310115	6.69114783836774	7.4459651928925	7.99457414693758	6.7609040800334	6.90076603546575	7.01346089136888	6.92913258696357	6.57950597007729	7.7339787252756	6.68529993304604	6.58575392980064	7.11914546151957	6.6139721888422	8.52315914051558	6.17106508530336	7.31352718775747	6.05670672578301	6.91071401825766	7.73910486183465	6.56440729280579	7.4788411530886	7.87180570979535	6.98945153438484	6.20424649752611	7.8654904899719	7.97787987320396	7.69751550715503	6.93826998382701	5.83308539463455	7.28666188018215
FPR2	4.87258798788387	4.87395814977264	5.53753733930261	4.80766600759512	6.33737116852268	4.89513938466963	5.28408992094458	3.68400891323468	4.26449787272611	4.42664529944265	4.84379116919675	5.51425386436407	5.79446682945124	5.1843172411927	5.85221179240636	5.82611019915118	5.40362884387174	4.20609246094506	4.40735090629226	5.25285628892794	5.18004176961868	7.91657541258475	4.14920169546158	5.57459130007513	4.67050692458411	4.80195318659147	5.13543134390873	5.03525784066818	5.17523573424798	4.63856777815439	5.57289526174042	4.76251649501183	5.62325084250498
S100A8	5.5638730814833	5.44087657356923	6.61261174108275	4.64053968050906	6.12272096111318	5.78946237668765	5.87178500192676	4.32478722702317	6.27923427387215	4.45071004727694	5.64132185925388	6.18162831319066	7.53134381786049	6.02032685554627	6.86629853230121	5.10522312342941	7.20930685900439	7.32364200160298	5.28085773398092	6.07436756278237	5.60081900120949	10.3341098016791	5.0310876168535	6.61392860806268	4.05076229559419	6.30151283513126	4.6456157330471	6.72799090475145	5.39281835633819	6.31955355991058	6.20729170801545	4.85324104661557	7.49604773438776
CCR3	4.29910343894489	4.23917579274838	4.76710467760384	4.48715913908467	3.22441716321597	2.95390852202762	3.39710921087415	4.00596956877091	3.36334243151417	5.1249895977338	2.85436370492619	4.52011052216735	5.09403780705742	3.65607664541366	4.46288103859644	4.55361005465531	4.20319980832405	3.93878731964936	3.93673126618165	4.83004627420866	4.96060105005701	5.93494088775642	3.85340393631983	4.5241386506542	4.60252733446716	3.81864142196429	3.90423792450748	7.48777147509418	4.42994125911889	4.43411268280116	4.65918423292128	3.1865498537947	4.8076212484009
TXNIP	11.6566844099427	11.6805207752286	11.5534699165888	11.772143522389	10.4675683352762	11.1794144776462	11.8214651432839	11.1167988881439	11.3744835945707	11.1557137937902	11.7376121041137	10.6868977365046	11.1873733151372	11.4419937102439	11.5774044996107	10.7169712582442	11.3734514462813	10.9913035638862	9.02516455780858	12.5240833794349	11.4854441050634	12.9290831986932	10.8486691060945	11.1360915375745	13.3807506213886	11.0425947351074	12.2986230379447	14.1203343380794	10.6158124634606	11.1157357188924	10.275370618124	10.7003293858385	11.8299781885118
MICB	6.74085793369868	7.29972435338946	7.61902377804741	7.37857626270378	7.82084572510079	8.00916620658965	5.48883678112418	6.87475440978983	8.04372757925412	6.86282008450289	8.14495796985242	7.69903462553207	9.30254204202026	8.19432377592787	7.912348354311	9.75758064193698	8.90725345004776	6.09891495474477	7.73544514469146	7.60974650606018	7.02903388930438	10.6623834497424	8.22197942984865	8.56602746199905	8.29686232946467	8.74629339416441	7.44340770796756	8.05719921555077	9.25550983485579	8.47236904065663	7.93356508621017	7.50971586592237	8.35483677535007
CXCR2	4.48484255200087	5.42968266789358	6.26070173664979	4.79473486282154	4.68322021952139	3.92181228140384	3.51929215487203	4.35353406218411	4.78526390035212	5.26591319207904	5.51470570279727	5.93787555170381	7.48395614698157	5.5779986206315	5.23546721729666	5.646936305288	7.01374870896471	6.43983632293283	4.83897072354346	4.78075240954802	5.60781404268388	10.9626231590953	4.99481716710115	5.69535748432921	4.98878811989521	5.8037331896946	4.46152107863633	5.84855510627871	4.4114313091499	5.74077379578289	5.51918389706439	5.28751348838798	6.69393984374521
CD36	8.64431392597309	8.47959403707465	10.6649767939477	9.04208629772637	10.4358521189815	10.9721083204447	6.65045312672089	10.2008556667493	10.7974709659081	6.60710083234836	9.80561874256736	8.85804772164597	9.66932563974419	10.1835916873319	9.35402926453057	10.6747460612689	12.4217366847291	8.81049558418981	6.37566549902815	8.03723532228566	9.55610903800598	11.2247243681729	8.82036174715661	9.31716278835058	11.1243105296558	9.38898278599727	8.27827079109913	11.4640028244148	9.65025184006183	9.94144187244095	9.37543170662564	8.00786532921073	11.2870370375424
